Country,Position,Date,Song title,Song author,Country artist,Genre 
Australia,12,2023-01-16,Until I Found You,Stephen Sanchez,,Singer/Songwriter
Australia,13,2023-01-16,HeatWaves,Glass Animals,GB,Alternative
Australia,14,2023-01-16,Bad Habit,Steve Lacy,US,R&B/Soul
Australia,15,2023-01-16,B.O.T.A. (Baddest Of Them All),Eliza Rose & Interplanetary Criminal,Leeds,Dance
Australia,16,2023-01-16,How Do I Say Goodbye,Dean Lewis,AU,Singer/Songwriter
Australia,17,2023-01-16,Rich Flex,Drake & 21 Savage,US,Hip-Hop/Rap
Australia,18,2023-01-16,Cold Heart (Pnau Remix),Elton John & Dua Lipa,England,Pop
Australia,19,2023-01-16,Something In The Orange,Zach Bryan,Seattle,Country
Australia,20,2023-01-16,Sunroof,Nicky Youre & Dazy,US,Pop
Australia,1,2022-12-19,All I Want For Christmas Is You,Mariah Carey,US,Christmas: Pop
Australia,2,2022-12-19,Unholy,Sam Smith & Kim Petras,US,Dance
Australia,3,2022-12-19,Anti-Hero,Taylor Swift,US,Pop
Australia,4,2022-12-19,Made You Look,Meghan Trainor,US,Pop
Australia,5,2022-12-19,Kill Bill,SZA,US,R&B/Soul
Australia,6,2022-12-19,Last Christmas,Wham!,GB,Pop
Australia,7,2022-12-19,Miss You,Oliver Tree & Robin Schulz,DE,Pop
Australia,8,2022-12-19,I Ain't Worried,OneRepublic,US,Pop
Australia,9,2022-12-19,I'm Good (Blue),David Guetta & Bebe Rexha,US,Dance
Australia,10,2022-12-19,Creepin',"Metro Boomin, Weeknd & 21 Savage",US,
Australia,11,2022-12-19,It's Beginning To Look A Lot Like Christmas,Michael Buble,CA,
Australia,12,2022-12-19,Rockin' Around The Christmas Tree,Brenda Lee,Nashville,Christmas
Australia,13,2022-12-19,As It Was,Harry Styles,England,Pop
Australia,14,2022-12-19,Rich Flex,Drake & 21 Savage,US,Hip-Hop/Rap
Australia,15,2022-12-19,Santa Tell Me,Ariana Grande,US,Holiday
Australia,16,2022-12-19,Nobody Gets Me,SZA,US,R&B/Soul
Australia,17,2022-12-19,Bad Habit,Steve Lacy,US,R&B/Soul
Australia,18,2022-12-19,HeatWaves,Glass Animals,GB,Alternative
Australia,19,2022-12-19,Jingle Bell Rock,Bobby Helms,US,Holiday
Australia,20,2022-12-19,B.O.T.A. (Baddest Of Them All),Eliza Rose & Interplanetary Criminal,Leeds,Dance
Australia,1,2022-11-21,Rich Flex,Drake & 21 Savage,US,Hip-Hop/Rap
Australia,2,2022-11-21,Anti-Hero,Taylor Swift,US,Pop
Australia,3,2022-11-21,Major Distribution,Drake & 21 Savage,US,Hip-Hop/Rap
Australia,4,2022-11-21,On BS,Drake & 21 Savage,US,Hip-Hop/Rap
Australia,5,2022-11-21,Circo Loco,Drake & 21 Savage,US,Hip-Hop/Rap
Australia,6,2022-11-21,Pussy & Millions,"Drake, 21 Savage & Travis Scott",US,
Australia,7,2022-11-21,Unholy,Sam Smith & Kim Petras,US,Dance
Australia,8,2022-11-21,BackOutsideBoyz,Drake,CA,Hip-Hop/Rap
Australia,9,2022-11-21,Spin Bout U,Drake & 21 Savage,US,Hip-Hop/Rap
Australia,10,2022-11-21,Privileged Rappers,Drake & 21 Savage,US,Hip-Hop/Rap
Australia,11,2022-11-21,I'm Good (Blue),David Guetta & Bebe Rexha,US,Dance
Australia,12,2022-11-21,Broke Boys,Drake & 21 Savage,US,Hip-Hop/Rap
Australia,13,2022-11-21,Hours In Silence,Drake & 21 Savage,US,Hip-Hop/Rap
Australia,14,2022-11-21,Treacherous Twins,Drake & 21 Savage,US,Hip-Hop/Rap
Australia,15,2022-11-21,Middle Of The Ocean,Drake,CA,Hip-Hop/Rap
Australia,16,2022-11-21,Jumbotron Shit Poppin,Drake,CA,Hip-Hop/Rap
Australia,17,2022-11-21,More M's,Drake & 21 Savage,US,Hip-Hop/Rap
Australia,18,2022-11-21,I Ain't Worried,OneRepublic,US,Pop
Australia,19,2022-11-21,Numb,Marshmello & Khalid,US,R&B/Soul
Australia,20,2022-11-21,Lavender Haze,Taylor Swift,US,Pop
Australia,1,2022-10-24,Unholy,Sam Smith & Kim Petras,US,Dance
Australia,2,2022-10-24,I'm Good (Blue),David Guetta & Bebe Rexha,US,Dance
Australia,3,2022-10-24,I Ain't Worried,OneRepublic,US,Pop
Australia,4,2022-10-24,Miss You,Oliver Tree & Robin Schulz,DE,Pop
Australia,5,2022-10-24,B.O.T.A. (Baddest Of Them All),Eliza Rose & Interplanetary Criminal,Leeds,Dance
Australia,6,2022-10-24,Bad Habit,Steve Lacy,US,R&B/Soul
Australia,7,2022-10-24,Super Freaky Girl,Nicki Minaj,US,Hip-Hop/Rap
Australia,8,2022-10-24,As It Was,Harry Styles,England,Pop
Australia,9,2022-10-24,Cuff It,Beyonce Knowles,US,
Australia,10,2022-10-24,Under The Influence,Chris Brown,US,R&B/Soul
Australia,11,2022-10-24,2 Be Loved (Am I Ready),Lizzo,US,Pop
Australia,12,2022-10-24,Sunroof,Nicky Youre & Dazy,US,Pop
Australia,13,2022-10-24,HeatWaves,Glass Animals,GB,Alternative
Australia,14,2022-10-24,Hold Me Closer,Elton John & Britney Spears,US,Dance
Australia,15,2022-10-24,Something In The Orange,Zach Bryan,Seattle,Country
Australia,16,2022-10-24,I Like You (A Happier Song),Post Malone & Doja Cat,US,
Australia,17,2022-10-24,About Damn Time,Lizzo,US,Pop
Australia,18,2022-10-24,Doja,Central Cee,England,Hip-Hop/Rap
Australia,19,2022-10-24,Stay,Kid Laroi & Justin Bieber,CA,
Australia,20,2022-10-24,Cold Heart (Pnau Remix),Elton John & Dua Lipa,England,Pop
Austria,1,2023-08-22,Madchen Auf Dem Pferd,"Luca-Dante Spadafora, Niklas Dee & Octavian",DE,
Austria,2,2023-08-22,9 Bis 9,"Sira, Bausa & Badchieff",DE,
Austria,3,2023-08-22,Komet,Udo Lindenberg & Apache 207,DE,Pop
Austria,4,2023-08-22,Dance The Night,Dua Lipa,England,Pop
Austria,5,2023-08-22,What Was I Made For?,Billie Eilish,US,Alternative
Austria,6,2023-08-22,TABU.,Yung Yury & Damn Yury,,Techno
Austria,7,2023-08-22,Friesenjung,"Ski Aggu, Joost & Otto Waalkes",DE,Hip-Hop/Rap
Austria,8,2023-08-22,Summertime,Kontra K & Lana Del Rey,US,
Austria,9,2023-08-22,Lay Low,Tiesto,NL,
Austria,10,2023-08-22,Sprinter,Dave & Central Cee,England,Hip-Hop/Rap
Austria,11,2023-08-22,Not Fair,"Niklas Dee, Old Jim & Enny-Mae",DE,
Austria,12,2023-08-22,Flowers,Miley Cyrus,US,Pop
Austria,13,2023-08-22,Nachts Wach,"Miksu, Macloud & Makko",DE,
Austria,14,2023-08-22,Mami,Luciano & Bia,,
Austria,15,2023-08-22,Push Up,Creeds,FR,Dance
Austria,16,2023-08-22,Barbie World,"Nicki Minaj, Ice Spice & Aqua",US,
Austria,17,2023-08-22,Vampire,Olivia Rodrigo,US,Pop
Austria,18,2023-08-22,Daylight,David Kushner,US,Pop
Austria,19,2023-08-22,Baby Don't Hurt Me,"David Guetta, Anne-Marie & Coi Leray",US,Dance
Austria,20,2023-08-22,The Feeling,Lost Frequencies,BE,Dance
Austria,1,2023-07-25,Tropicana,RAF Camora & HoodBlaq,AT,
Austria,2,2023-07-25,Madchen Auf Dem Pferd,"Luca-Dante Spadafora, Niklas Dee & Octavian",DE,
Austria,3,2023-07-25,Komet,Udo Lindenberg & Apache 207,DE,Pop
Austria,4,2023-07-25,Friesenjung,"Ski Aggu, Joost & Otto Waalkes",DE,Hip-Hop/Rap
Austria,5,2023-07-25,TABU.,Yung Yury & Damn Yury,,Techno
Austria,6,2023-07-25,9 Bis 9,"Sira, Bausa & Badchieff",DE,
Austria,7,2023-07-25,Wien,RAF Camora & Yung Hurn,AT,Hip-Hop/Rap
Austria,8,2023-07-25,Sprinter,Dave & Central Cee,England,Hip-Hop/Rap
Austria,9,2023-07-25,Seven,Jung Kook & Latto,KR,K-Pop
Austria,10,2023-07-25,Flowers,Miley Cyrus,US,Pop
Austria,11,2023-07-25,Lay Low,Tiesto,NL,
Austria,12,2023-07-25,So,Bonez MC,DE,
Austria,13,2023-07-25,Nachts Wach,"Miksu, Macloud & Makko",DE,
Austria,14,2023-07-25,Baby Don't Hurt Me,"David Guetta, Anne-Marie & Coi Leray",US,Dance
Austria,15,2023-07-25,Strada,RAF Camora & Ahmad Amin,AT,Hip-Hop/Rap
Austria,16,2023-07-25,Daylight,David Kushner,US,Pop
Austria,17,2023-07-25,Mietfrei,Ski Aggu & Sira,DE,
Austria,18,2023-07-25,Substitution,Purple Disco Machine & Kungs,DE,Dance
Austria,19,2023-07-25,Not Fair,"Niklas Dee, Old Jim & Enny-Mae",DE,
Austria,20,2023-07-25,I'm Good (Blue),David Guetta & Bebe Rexha,US,Dance
Austria,1,2023-06-27,Strada,RAF Camora & Ahmad Amin,AT,Hip-Hop/Rap
Austria,2,2023-06-27,Friesenjung,"Ski Aggu, Joost & Otto Waalkes",DE,Hip-Hop/Rap
Austria,3,2023-06-27,Komet,Udo Lindenberg & Apache 207,DE,Pop
Austria,4,2023-06-27,Flowers,Miley Cyrus,US,Pop
Austria,5,2023-06-27,Daylight,David Kushner,US,Pop
Austria,6,2023-06-27,Sprinter,Dave & Central Cee,England,Hip-Hop/Rap
Austria,7,2023-06-27,Tattoo,Loreen,SE,Pop
Austria,8,2023-06-27,TABU.,Yung Yury & Damn Yury,,Techno
Austria,9,2023-06-27,Sara Perche Ti Amo,Ricchi & Poveri,IT,Pop
Austria,10,2023-06-27,Nachts Wach,"Miksu, Macloud & Makko",DE,
Austria,11,2023-06-27,Lay Low,Tiesto,NL,
Austria,12,2023-06-27,I'm Good (Blue),David Guetta & Bebe Rexha,US,Dance
Austria,13,2023-06-27,In Deinen Armen,Ayliva,DE,
Austria,14,2023-06-27,Baby Don't Hurt Me,"David Guetta, Anne-Marie & Coi Leray",US,Dance
Austria,15,2023-06-27,Makeba,Jain,FR,Dance
Austria,16,2023-06-27,All Night,RAF Camora & Luciano,AT,
Austria,17,2023-06-27,Wildberry Lillet,Nina Chuba,DE,Hip-Hop/Rap
Austria,18,2023-06-27,Alles Nur Kein Star,Bonez MC,DE,Hip-Hop/Rap
Austria,19,2023-06-27,Substitution,Purple Disco Machine & Kungs,DE,Dance
Austria,20,2023-06-27,Living In A Haze,Milky Chance,DE,Alternative
Austria,1,2023-05-30,Bei Nacht,RAF Camora & CRO,AT,
Austria,2,2023-05-30,Komet,Udo Lindenberg & Apache 207,DE,Pop
Austria,3,2023-05-30,Tattoo,Loreen,SE,Pop
Austria,4,2023-05-30,Anna,RAF Camora,AT,
Austria,5,2023-05-30,Flowers,Miley Cyrus,US,Pop
Austria,6,2023-05-30,Daylight,David Kushner,US,Pop
Austria,7,2023-05-30,Wenn Das So Bleibt,Apache 207,DE,Hip-Hop/Rap
Austria,8,2023-05-30,All Night,RAF Camora & Luciano,AT,
Austria,9,2023-05-30,TABU.,Yung Yury & Damn Yury,,Techno
Austria,10,2023-05-30,I'm Good (Blue),David Guetta & Bebe Rexha,US,Dance
Austria,11,2023-05-30,Mockingbird,Eminem,US,Hip-Hop/Rap
Austria,12,2023-05-30,Nachts Wach,"Miksu, Macloud & Makko",DE,
Austria,13,2023-05-30,Queen Of Kings,Alessandra,,Pop
Austria,14,2023-05-30,Cha Cha Cha,Kaarija,FI,
Austria,15,2023-05-30,Lachel Doch Mal,Shirin David,DE,Hip-Hop/Rap
Austria,16,2023-05-30,Cinnamon Roll,Gzuz & Bonez MC,DE,
Austria,17,2023-05-30,Wildberry Lillet,Nina Chuba,DE,Hip-Hop/Rap
Austria,18,2023-05-30,Baby Don't Hurt Me,"David Guetta, Anne-Marie & Coi Leray",US,Dance
Austria,19,2023-05-30,Calm Down,Rema,GB,
Austria,20,2023-05-30,Another Love,Tom Odell,GB,Singer/Songwriter
Austria,1,2023-05-02,Cinnamon Roll,Gzuz & Bonez MC,DE,
Austria,2,2023-05-02,Daylight,David Kushner,US,Pop
Austria,3,2023-05-02,Flowers,Miley Cyrus,US,Pop
Austria,4,2023-05-02,Komet,Udo Lindenberg & Apache 207,DE,Pop
Austria,5,2023-05-02,All Night,RAF Camora & Luciano,AT,
Austria,6,2023-05-02,Mockingbird,Eminem,US,Hip-Hop/Rap
Austria,7,2023-05-02,I'm Good (Blue),David Guetta & Bebe Rexha,US,Dance
Austria,8,2023-05-02,Nachts Wach,"Miksu, Macloud & Makko",DE,
Austria,9,2023-05-02,Wildberry Lillet,Nina Chuba,DE,Hip-Hop/Rap
Austria,10,2023-05-02,Pass Auf,HoodBlaq,DE,Hip-Hop/Rap
Austria,11,2023-05-02,Another Love,Tom Odell,GB,Singer/Songwriter
Austria,12,2023-05-02,Calm Down,Rema,GB,
Austria,13,2023-05-02,Breaking Your Heart,Apache 207,DE,Hip-Hop/Rap
Austria,14,2023-05-02,Baby Don't Hurt Me,"David Guetta, Anne-Marie & Coi Leray",US,Dance
Austria,15,2023-05-02,Trustfall,P!nk,US,Dance
Austria,16,2023-05-02,10:35,DJ Tiesto & Tate McRae,NL,
Austria,17,2023-05-02,Bamba,"Luciano, Aitch & BIA",Manchester,
Austria,18,2023-05-02,Anders,"01099, Paul & Ski Aggu",DE,Hip-Hop/Rap
Austria,19,2023-05-02,Bad Memories,"Meduza, James Carter, Elley Duhe & Fast Boy",US,
Austria,20,2023-05-02,Unholy,Sam Smith & Kim Petras,US,Dance
Austria,1,2023-04-04,Flowers,Miley Cyrus,US,Pop
Austria,2,2023-04-04,Komet,Udo Lindenberg & Apache 207,DE,Pop
Austria,3,2023-04-04,Mockingbird,Eminem,US,Hip-Hop/Rap
Austria,4,2023-04-04,Wildberry Lillet,Nina Chuba,DE,Hip-Hop/Rap
Austria,5,2023-04-04,I'm Good (Blue),David Guetta & Bebe Rexha,US,Dance
Austria,6,2023-04-04,Nachts Wach,"Miksu, Macloud & Makko",DE,
Austria,7,2023-04-04,Eyes Closed,Ed Sheeran,GB,Pop
Austria,8,2023-04-04,Calm Down,Rema,GB,
Austria,9,2023-04-04,Sie Weiss,Ayliva & Mero,DE,
Austria,10,2023-04-04,Another Love,Tom Odell,GB,Singer/Songwriter
Austria,11,2023-04-04,Unholy,Sam Smith & Kim Petras,US,Dance
Austria,12,2023-04-04,Bad Memories,"Meduza, James Carter, Elley Duhe & Fast Boy",US,
Austria,13,2023-04-04,Bamba,"Luciano, Aitch & BIA",Manchester,
Austria,14,2023-04-04,10:35,DJ Tiesto & Tate McRae,NL,
Austria,15,2023-04-04,Shoot,Reezy,DE,
Austria,16,2023-04-04,Was Mir Gefallt,Ayliva,DE,
Austria,17,2023-04-04,Anti-Hero,Taylor Swift,US,Pop
Austria,18,2023-04-04,Trustfall,P!nk,US,Dance
Austria,19,2023-04-04,Snap,Rosa Linn,AM,Indie Pop
Austria,20,2023-04-04,Creepin',"Metro Boomin, Weeknd & 21 Savage",US,
Austria,1,2023-03-07,Flowers,Miley Cyrus,US,Pop
Austria,2,2023-03-07,Komet,Udo Lindenberg & Apache 207,DE,Pop
Austria,3,2023-03-07,I'm Good (Blue),David Guetta & Bebe Rexha,US,Dance
Austria,4,2023-03-07,Sie Weiss,Ayliva & Mero,DE,
Austria,5,2023-03-07,Unholy,Sam Smith & Kim Petras,US,Dance
Austria,6,2023-03-07,Wildberry Lillet,Nina Chuba,DE,Hip-Hop/Rap
Austria,7,2023-03-07,Another Love,Tom Odell,GB,Singer/Songwriter
Austria,8,2023-03-07,Die For You,Weeknd,CA,
Austria,9,2023-03-07,Bad Memories,"Meduza, James Carter, Elley Duhe & Fast Boy",US,
Austria,10,2023-03-07,Nachts Wach,"Miksu, Macloud & Makko",DE,
Austria,11,2023-03-07,Escapism,Raye & 070 Shake,US,
Austria,12,2023-03-07,10:35,DJ Tiesto & Tate McRae,NL,
Austria,13,2023-03-07,Calm Down,Rema,GB,
Austria,14,2023-03-07,Ich Liebe Dich,Samra & Sido,DE,Rap
Austria,15,2023-03-07,Bamba,"Luciano, Aitch & BIA",Manchester,
Austria,16,2023-03-07,Ich Glaub Ich Will Heut Nicht Mehr Gehen,Nina Chuba & Provinz,DE,Hip-Hop/Rap
Austria,17,2023-03-07,Sure Thing,Miguel,US,R&B/Soul
Austria,18,2023-03-07,Anti-Hero,Taylor Swift,US,Pop
Austria,19,2023-03-07,Mangos Mit Chili,Nina Chuba,DE,Hip-Hop/Rap
Austria,20,2023-03-07,Mockingbird,Eminem,US,Hip-Hop/Rap
Belgium,1,2023-08-26,Erop Eronder,Pommelien Thijs,BE,Pop
Belgium,2,2023-08-26,Dance The Night,Dua Lipa,England,Pop
Belgium,3,2023-08-26,(It Goes Like) Nanana,Peggy Gou,Berlin,Dance
Belgium,4,2023-08-26,Daylight,David Kushner,US,Pop
Belgium,5,2023-08-26,Rihanna,Camille,FR,
Belgium,6,2023-08-26,Substitution,Purple Disco Machine & Kungs,DE,Dance
Belgium,7,2023-08-26,Tattoo,Loreen,SE,Pop
Belgium,8,2023-08-26,Kissing Strangers,Berre,BE,Pop
Belgium,9,2023-08-26,Laat Ons Een Bloem,Metejoor,BE,Pop
Belgium,10,2023-08-26,What Was I Made For?,Billie Eilish,US,Alternative
Belgium,11,2023-08-26,Arranca,Becky G & Omega,US,
Belgium,12,2023-08-26,Unhealthy,Anne-Marie & Shania Twain,CA,
Belgium,13,2023-08-26,The Feeling,Lost Frequencies,BE,Dance
Belgium,14,2023-08-26,People,Libianca,US,Afro-Beat
Belgium,15,2023-08-26,Runaway,OneRepublic,US,
Belgium,16,2023-08-26,Blijf Nog Even Hier,Guusje & Bazart,BE,Pop
Belgium,17,2023-08-26,Liefs Voor Later,Niels Destadbader & Kenny B,NL,
Belgium,18,2023-08-26,Zonde,Aaron Blommaert,BE,Pop
Belgium,19,2023-08-26,Flowers,Miley Cyrus,US,Pop
Belgium,20,2023-08-26,Muero,Alvaro Soler,ES,Pop
Belgium,1,2023-07-29,Erop Eronder,Pommelien Thijs,BE,Pop
Belgium,2,2023-07-29,(It Goes Like) Nanana,Peggy Gou,Berlin,Dance
Belgium,3,2023-07-29,Tattoo,Loreen,SE,Pop
Belgium,4,2023-07-29,Dance The Night,Dua Lipa,England,Pop
Belgium,5,2023-07-29,Rihanna,Camille,FR,
Belgium,6,2023-07-29,Substitution,Purple Disco Machine & Kungs,DE,Dance
Belgium,7,2023-07-29,Miracle,Calvin Harris & Ellie Goulding,GB,Dance
Belgium,8,2023-07-29,Daylight,David Kushner,US,Pop
Belgium,9,2023-07-29,Horen Zien En Zwijgen,Regi & Maxine,BE,
Belgium,10,2023-07-29,Arranca,Becky G & Omega,US,
Belgium,11,2023-07-29,Flowers,Miley Cyrus,US,Pop
Belgium,12,2023-07-29,Muero,Alvaro Soler,ES,Pop
Belgium,13,2023-07-29,Runaway,OneRepublic,US,
Belgium,14,2023-07-29,Transmission (Joris Voorn Remix),Eelke Kleijn,NL,Dance
Belgium,15,2023-07-29,Laat Ons Een Bloem,Metejoor,BE,Pop
Belgium,16,2023-07-29,Chemical,Post Malone,US,Pop
Belgium,17,2023-07-29,Kissing Strangers,Berre,BE,Pop
Belgium,18,2023-07-29,How You Samba,"Kris Kross Amsterdam, Sofia Reyes & Tinie Tempah",GB,
Belgium,19,2023-07-29,People,Libianca,US,Afro-Beat
Belgium,20,2023-07-29,She Knows,"Dimitri Vegas, Like Mike, David Guetta, Afro Bros & Akon",BE,
Belgium,1,2023-07-01,Tattoo,Loreen,SE,Pop
Belgium,2,2023-07-01,Daylight,David Kushner,US,Pop
Belgium,3,2023-07-01,Erop Eronder,Pommelien Thijs,BE,Pop
Belgium,4,2023-07-01,Substitution,Purple Disco Machine & Kungs,DE,Dance
Belgium,5,2023-07-01,Miracle,Calvin Harris & Ellie Goulding,GB,Dance
Belgium,6,2023-07-01,Dance The Night,Dua Lipa,England,Pop
Belgium,7,2023-07-01,(It Goes Like) Nanana,Peggy Gou,Berlin,Dance
Belgium,8,2023-07-01,People,Libianca,US,Afro-Beat
Belgium,9,2023-07-01,Rihanna,Camille,FR,
Belgium,10,2023-07-01,Eyes Closed,Ed Sheeran,GB,Pop
Belgium,11,2023-07-01,Flowers,Miley Cyrus,US,Pop
Belgium,12,2023-07-01,Muero,Alvaro Soler,ES,Pop
Belgium,13,2023-07-01,Baby Don't Hurt Me,"David Guetta, Anne-Marie & Coi Leray",US,Dance
Belgium,14,2023-07-01,Trustfall,P!nk,US,Dance
Belgium,15,2023-07-01,Laat Ons Een Bloem,Metejoor,BE,Pop
Belgium,16,2023-07-01,Transmission (Joris Voorn Remix),Eelke Kleijn,NL,Dance
Belgium,17,2023-07-01,Chemical,Post Malone,US,Pop
Belgium,18,2023-07-01,Runaway,OneRepublic,US,
Belgium,19,2023-07-01,Horen Zien En Zwijgen,Regi & Maxine,BE,
Belgium,20,2023-07-01,Arranca,Becky G & Omega,US,
Belgium,1,2023-06-03,Tattoo,Loreen,SE,Pop
Belgium,2,2023-06-03,Daylight,David Kushner,US,Pop
Belgium,3,2023-06-03,Flowers,Miley Cyrus,US,Pop
Belgium,4,2023-06-03,Miracle,Calvin Harris & Ellie Goulding,GB,Dance
Belgium,5,2023-06-03,Because Of You,Gustaph,BE,Pop
Belgium,6,2023-06-03,Eyes Closed,Ed Sheeran,GB,Pop
Belgium,7,2023-06-03,Trustfall,P!nk,US,Dance
Belgium,8,2023-06-03,Rihanna,Camille,FR,
Belgium,9,2023-06-03,Dance The Night,Dua Lipa,England,Pop
Belgium,10,2023-06-03,Substitution,Purple Disco Machine & Kungs,DE,Dance
Belgium,11,2023-06-03,People,Libianca,US,Afro-Beat
Belgium,12,2023-06-03,Laat Ons Een Bloem,Metejoor,BE,Pop
Belgium,13,2023-06-03,Baby Don't Hurt Me,"David Guetta, Anne-Marie & Coi Leray",US,Dance
Belgium,14,2023-06-03,Zonde,Aaron Blommaert,BE,Pop
Belgium,15,2023-06-03,Lay Low,Tiesto,NL,
Belgium,16,2023-06-03,Wish You The Best,Lewis Capaldi,GB,Alternative
Belgium,17,2023-06-03,Horen Zien En Zwijgen,Regi & Maxine,BE,
Belgium,18,2023-06-03,The Hard Way,Pnau & Khalid,AU,
Belgium,19,2023-06-03,Thrill Of It All,Berre,BE,Pop
Belgium,20,2023-06-03,Wat Wil Je Van Mij,Metejoor & Hannah Mae,BE,Pop
Belgium,1,2023-05-06,Flowers,Miley Cyrus,US,Pop
Belgium,2,2023-05-06,Daylight,David Kushner,US,Pop
Belgium,3,2023-05-06,Until I Found You,Stephen Sanchez,,Singer/Songwriter
Belgium,4,2023-05-06,Miracle,Calvin Harris & Ellie Goulding,GB,Dance
Belgium,5,2023-05-06,Wat Wil Je Van Mij,Metejoor & Hannah Mae,BE,Pop
Belgium,6,2023-05-06,Stiekem,Maan & Goldband,NL,Pop
Belgium,7,2023-05-06,Eyes Closed,Ed Sheeran,GB,Pop
Belgium,8,2023-05-06,Because Of You,Gustaph,BE,Pop
Belgium,9,2023-05-06,Trustfall,P!nk,US,Dance
Belgium,10,2023-05-06,I'm Not Here To Make Friends,"Sam Smith, Calvin Harris & Jessie Reyez",CA,Pop
Belgium,11,2023-05-06,Thrill Of It All,Berre,BE,Pop
Belgium,12,2023-05-06,Tattoo,Loreen,SE,Pop
Belgium,13,2023-05-06,I'll Be Waiting,Cian Ducrot,,Pop
Belgium,14,2023-05-06,People,Libianca,US,Afro-Beat
Belgium,15,2023-05-06,Anti-Hero,Taylor Swift,US,Pop
Belgium,16,2023-05-06,Onder Invloed,Maksim,HR,Pop
Belgium,17,2023-05-06,Substitution,Purple Disco Machine & Kungs,DE,Dance
Belgium,18,2023-05-06,Lay Low,Tiesto,NL,
Belgium,19,2023-05-06,Creepin',"Metro Boomin, Weeknd & 21 Savage",US,
Belgium,20,2023-05-06,Chemical,Post Malone,US,Pop
Belgium,1,2023-04-08,Flowers,Miley Cyrus,US,Pop
Belgium,2,2023-04-08,Eyes Closed,Ed Sheeran,GB,Pop
Belgium,3,2023-04-08,Wat Wil Je Van Mij,Metejoor & Hannah Mae,BE,Pop
Belgium,4,2023-04-08,Anti-Hero,Taylor Swift,US,Pop
Belgium,5,2023-04-08,Stiekem,Maan & Goldband,NL,Pop
Belgium,6,2023-04-08,Thrill Of It All,Berre,BE,Pop
Belgium,7,2023-04-08,I'm Not Here To Make Friends,"Sam Smith, Calvin Harris & Jessie Reyez",CA,Pop
Belgium,8,2023-04-08,Onder Invloed,Maksim,HR,Pop
Belgium,9,2023-04-08,Until I Found You,Stephen Sanchez,,Singer/Songwriter
Belgium,10,2023-04-08,I'll Be Waiting,Cian Ducrot,,Pop
Belgium,11,2023-04-08,Trustfall,P!nk,US,Dance
Belgium,12,2023-04-08,Miracle,Calvin Harris & Ellie Goulding,GB,Dance
Belgium,13,2023-04-08,Creepin',"Metro Boomin, Weeknd & 21 Savage",US,
Belgium,14,2023-04-08,Rollercoaster,Starlings,GB,
Belgium,15,2023-04-08,I'm Good (Blue),David Guetta & Bebe Rexha,US,Dance
Belgium,16,2023-04-08,Slapeloosheid,Suzan & Freek,NL,Pop
Belgium,17,2023-04-08,Dance All Over Me,George Ezra,GB,Singer/Songwriter
Belgium,18,2023-04-08,Tattoo,Loreen,SE,Pop
Belgium,19,2023-04-08,Hypothetisch,Pommelien Thijs,BE,Pop
Belgium,20,2023-04-08,Because Of You,Gustaph,BE,Pop
Belgium,1,2023-03-11,People Help The People,Artiesten Voor 12-12,BE,
Belgium,2,2023-03-11,Flowers,Miley Cyrus,US,Pop
Belgium,3,2023-03-11,Wat Wil Je Van Mij,Metejoor & Hannah Mae,BE,Pop
Belgium,4,2023-03-11,Anti-Hero,Taylor Swift,US,Pop
Belgium,5,2023-03-11,Thrill Of It All,Berre,BE,Pop
Belgium,6,2023-03-11,Rollercoaster,Starlings,GB,
Belgium,7,2023-03-11,Stiekem,Maan & Goldband,NL,Pop
Belgium,8,2023-03-11,Made You Look,Meghan Trainor,US,Pop
Belgium,9,2023-03-11,I'm Not Here To Make Friends,"Sam Smith, Calvin Harris & Jessie Reyez",CA,Pop
Belgium,10,2023-03-11,Slapeloosheid,Suzan & Freek,NL,Pop
Belgium,11,2023-03-11,Warrior,Oscar & The Wolf,BE,
Belgium,12,2023-03-11,I'll Be Waiting,Cian Ducrot,,Pop
Belgium,13,2023-03-11,Until I Found You,Stephen Sanchez,,Singer/Songwriter
Belgium,14,2023-03-11,Trustfall,P!nk,US,Dance
Belgium,15,2023-03-11,Never Gonna Not Dance Again,P!nk,US,Pop
Belgium,16,2023-03-11,How Do I Say Goodbye,Dean Lewis,AU,Singer/Songwriter
Belgium,17,2023-03-11,Because Of You,Gustaph,BE,Pop
Belgium,18,2023-03-11,I'm Good (Blue),David Guetta & Bebe Rexha,US,Dance
Belgium,19,2023-03-11,Licht,Camille,FR,
Belgium,20,2023-03-11,Celestial,Ed Sheeran,GB,Pop
Belgium,1,2023-02-11,Flowers,Miley Cyrus,US,Pop
Belgium,2,2023-02-11,Wat Wil Je Van Mij,Metejoor & Hannah Mae,BE,Pop
Belgium,3,2023-02-11,Anti-Hero,Taylor Swift,US,Pop
Belgium,4,2023-02-11,Made You Look,Meghan Trainor,US,Pop
Belgium,5,2023-02-11,Stiekem,Maan & Goldband,NL,Pop
Belgium,6,2023-02-11,Because Of You,Gustaph,BE,Pop
Belgium,7,2023-02-11,Slapeloosheid,Suzan & Freek,NL,Pop
Belgium,8,2023-02-11,Warrior,Oscar & The Wolf,BE,
Belgium,9,2023-02-11,How Do I Say Goodbye,Dean Lewis,AU,Singer/Songwriter
Belgium,10,2023-02-11,I'm Good (Blue),David Guetta & Bebe Rexha,US,Dance
Belgium,11,2023-02-11,I'll Be Waiting,Cian Ducrot,,Pop
